,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
2190,2190,215,213,-0.3057112097740173,-0.2186797261238098,-0.1217416301369667,-0.15936130285263062,-1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
2214,2214,44,50,0.20402680337429047,-0.8499348163604736,-0.3192368745803833,1.1097326278686523,1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2264,2264,91,86,-0.008716106414794922,0.4114179909229279,0.0848272368311882,0.8465971350669861,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
2295,2295,159,156,-0.4954479038715362,-0.6558378338813782,0.061014141887426376,0.8462042212486267,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2317,2317,202,201,0.2762007713317871,0.8633634448051453,-0.3078201413154602,-0.5329223275184631,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
2321,2321,179,182,-0.17964474856853485,1.1013643741607666,0.25281357765197754,0.08986210823059082,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2325,2325,181,182,0.08295895159244537,-0.0970890372991562,-0.010947561822831629,-1.4336267709732056,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,1.4142135381698608
2333,2333,136,140,-0.35612645745277405,-0.2930997312068939,-0.728948712348938,0.0877099558711052,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2355,2355,158,166,-0.059226766228675835,-0.33073294162750244,0.08284270763397218,0.3121320307254791,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2361,2361,137,135,0.2621808648109436,-0.15722893178462982,0.3351762592792511,0.15411961078643802,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
